,Title,Year,Authors,Journal,Journal Acronym
58,Autonomous Vehicle: Security by Design.,2021,"Anupam Chattopadhyay, Kwok-Yan Lam, Yaswanth Tavva", 22: 7015-7029 ,tits
59,Privacy Preserving Location-Aware Personalized Web Service Recommendations.,2021,"Shahriar Badsha, Xun Yi, Ibrahim Khalil, Dongxi Liu, Surya Nepal, Elisa Bertino, Kwok-Yan Lam", 14: 791-804 ,tsc
60,Agent-Based Spectrum Management Scheme in Satellite Communication Systems.,2021,"Feng Li, Kwok-Yan Lam, Zhengguo Sheng, Weidang Lu, Xin Liu, Li Wang", 70: 2877-2881 ,tvt
61,3D Beamforming Based on Deep Learning for Secure Communication in 5G and Beyond Wireless Networks.,2021,"Helin Yang, Kwok-Yan Lam, Jiangtian Nie, Jun Zhao, Sahil Garg, Liang Xiao, Zehui Xiong, Mohsen Guizani", GLOBECOM  2021: 1-6,globecom
62,Effective Anomaly Detection Model Training with only Unlabeled Data by Weakly Supervised Learning Techniques.,2021,"Wenzhuo Yang, Kwok-Yan Lam", ICICS  2021: 402-425,icics
63,UAV-Assisted 5G/6G Networks: Joint Scheduling and Resource Allocation Based on Asynchronous Reinforcement Learning.,2021,"Helin Yang, Jun Zhao, Jiangtian Nie, Neeraj Kumar, Kwok-Yan Lam, Zehui Xiong", INFOCOM Workshops 2021: 1-6,infocom
64,Privacy-Enhanced Federated Learning with Weighted Aggregation.,2021,"Jiale Guo, Ziyao Liu, Kwok-Yan Lam, Jun Zhao, Yiqiang Chen", SocialSec 2021: 93-109,socialsec
65,Deep Reinforcement Learning Based Resource Allocation for Heterogeneous Networks.,2021,"Helin Yang, Jun Zhao, Kwok-Yan Lam, Sahil Garg, Qingqing Wu, Zehui Xiong", WiMob 2021: 253-258,wimob
66,Protecting Big Data Privacy Using Randomized Tensor Network Decomposition and Dispersed Tensor Computation.,2021,"Jenn-Bing Ong, Wee Keong Ng, Ivan Tjuawinata, Chao Li, Jielin Yang, Sai None Myne, Huaxiong Wang, Kwok-Yan Lam, C.-C. Jay Kuo",04194 ,corr
67,Fair and Differentially Private Distributed Frequency Estimation.,2021,"Mengmeng Yang, Ivan Tjuawinata, Kwok-Yan Lam, Tianqing Zhu, Jun Zhao",05974 ,corr
68,Asymmetric Modality Translation For Face Presentation Attack Detection.,2021,"Zhi Li, Haoliang Li, Xin Luo, Yongjian Hu, Kwok-Yan Lam, Alex C. Kot",09108 ,corr
69,Volume-Hiding Dynamic Searchable Symmetric Encryption with Forward and Backward Privacy.,2021,"Yongjun Zhao, Huaxiong Wang, Kwok-Yan Lam", 2021: 786 ,iacr
70,Resource Allocation in Satellite-Based Internet of Things Using Pattern Search Method.,2020,"Feng Li, Kwok-Yan Lam, Xin Liu, Li Wang", IEEE Access 8: 110908-110914 ,access
71,Blockchain-based mechanism for fine-grained authorization in data crowdsourcing.,2020,"Haiying Ma, Elmo X. Huang, Kwok-Yan Lam", 106: 121-134 ,fgcs
72,Spectrum Optimization for Satellite Communication Systems With Heterogeneous User Preferences.,2020,"Feng Li, Kwok-Yan Lam, Min Jia, Kanglian Zhao, Xiuhua Li, Li Wang", 14: 2187-2191 ,sj
73,Advances and Emerging Challenges in Cognitive Internet-of-Things.,2020,"Feng Li, Kwok-Yan Lam, Xiuhua Li, Zhengguo Sheng, Jingyu Hua, Li Wang", Informatics 16: 5489-5496 ,tii
74,Privacy-Preserving User Profile Matching in Social Networks.,2020,"Xun Yi, Elisa Bertino, Fang-Yu Rao, Kwok-Yan Lam, Surya Nepal, Athman Bouguettaya", 32: 1572-1585 ,tkde
75,Spectral Efficiency Enhancement in Satellite Mobile Communications: A Game-Theoretical Approach.,2020,"Feng Li, Kwok-Yan Lam, Hsiao-Hwa Chen, Nan Zhao", 27: 200-205 ,wc
76,"A Review on Malware Variants Detection Techniques for Threat Intelligence in Resource Constrained Devices: Existing Approaches, Limitations and Future Direction.",2020,"Collins Uchenna Chimeleze, Norziana Jamil, Roslan Ismail, Kwok-Yan Lam", ACeS 2020: 354-370,aces
77,Feasibility of PUF-Based Authentication on ATtiny Devices with Off-the-Shelf SRAM.,2020,"Florian Gondesen, Sananda Mitra, Kwok-Yan Lam", CPSS@AsiaCCS 2020: 2-10,ccs
78,New Threats Against Object Detector with Non-local Block.,2020,"Yi Huang, Fan Wang, Adams Wai-Kin Kong, Kwok-Yan Lam", ECCV  2020: 481-497,eccv
79,Deep Reinforcement Learning Based Intelligent Reflecting Surface for Secure Wireless Communications.,2020,"Helin Yang, Yang Zhao, Zehui Xiong, Jun Zhao, Dusit Niyato, Kwok-Yan Lam, Qingqing Wu", GLOBECOM 2020: 1-6,globecom
80,Resource Optimization in Satellite-Based Internet of Things.,2020,"Feng Li, Kwok-Yan Lam", ICAIIC 2020: 6-11,icaiic
81,Unseen Face Presentation Attack Detection with Hypersphere Loss.,2020,"Zhi Li, Haoliang Li, Kwok-Yan Lam, Alex ChiChung Kot", ICASSP 2020: 2852-2856,icassp
82,An Analysis of Blockchain Consistency in Asynchronous Networks: Deriving a Neat Bound.,2020,"Jun Zhao, Jing Tang, Zengxiang Li, Huaxiong Wang, Kwok-Yan Lam, Kaiping Xue", ICDCS 2020: 179-189,icdcs
83,"Provable and Practical Security - 14th International Conference, ProvSec 2020, Singapore, November 29 - December 1, 2020, Proceedings.",2020,"Khoa Nguyen, Wenling Wu, Kwok-Yan Lam, Huaxiong Wang"," Lecture Notes in Computer Science 12505, Springer 2020, ISBN 978-3-030-62575-7 ",provsec
84,Local Differential Privacy based Federated Learning for Internet of Things.,2020,"Yang Zhao, Jun Zhao, Mengmeng Yang, Teng Wang, Ning Wang, Lingjuan Lyu, Dusit Niyato, Kwok-Yan Lam",08856 ,corr
85,Blockchain for the Internet of Vehicles towards Intelligent Transportation Systems: A Survey.,2020,"Muhammad Baqer Mollah, Jun Zhao, Dusit Niyato, Yong Liang Guan, Chau Yuen, Sumei Sun, Kwok-Yan Lam, Leong Hai Koh",06022 ,corr
86,MPC-enabled Privacy-Preserving Neural Network Training against Malicious Attack.,2020,"Ziyao Liu, Ivan Tjuawinata, Chaoping Xing, Kwok-Yan Lam",12557 ,corr
87,Local Differential Privacy and Its Applications: A Comprehensive Survey.,2020,"Mengmeng Yang, Lingjuan Lyu, Jun Zhao, Tianqing Zhu, Kwok-Yan Lam",03686 ,corr
88,Secure Weighted Aggregation in Federated Learning.,2020,"Jiale Guo, Ziyao Liu, Kwok-Yan Lam, Jun Zhao, Yiqiang Chen, Chaoping Xing",08730 ,corr
89,Privacy-Preserving Federated Learning for UAV-Enabled Networks: Learning-Based Joint Scheduling and Resource Management.,2020,"Helin Yang, Jun Zhao, Zehui Xiong, Kwok-Yan Lam, Sumei Sun, Liang Xiao",14197 ,corr
90,Blockchain-Based Approach for Securing Spectrum Trading in Multibeam Satellite Systems.,2020,"Feng Li, Kwok-Yan Lam, Min Jia, Jun Zhao, Xiuhua Li, Li Wang",10681 ,corr
91,Secure Hot Path Crowdsourcing with Local Differential Privacy under Fog Computing Architecture.,2020,"Mengmeng Yang, Ivan Tjuawinata, Kwok-Yan Lam, Jun Zhao, Lin Sun",13807 ,corr
