,Title,Year,Authors,Journal,Journal Acronym
81,Verification of Approximate Opacity via Barrier Certificates.,2021,"Siyuan Liu, Majid Zamani",10993 ,corr
82,Compositional synthesis of almost maximally permissible safety controllers.,2021,"Siyuan Liu, Majid Zamani",11977 ,corr
83,Compositional Verification of Initial-State Opacity for Switched Systems.,2021,"Siyuan Liu, Abdalla Swikir, Majid Zamani",12024 ,corr
84,Learning Multi-Site Harmonization of Magnetic Resonance Images Without Traveling Human Phantoms.,2021,"Siyuan Liu, Pew-Thian Yap",00041 ,corr
85,Learning MRI Artifact Removal With Unpaired Data.,2021,"Siyuan Liu, Kim-Han Thung, Liangqiong Qu, Weili Lin, Dinggang Shen, Pew-Thian Yap",04604 ,corr
86,Improved Drug-target Interaction Prediction with Intermolecular Graph Transformer.,2021,"Siyuan Liu, Yusong Wang, Tong Wang, Yifan Deng, Liang He, Bin Shao, Jian Yin, Nanning Zheng, Tie-Yan Liu",07347 ,corr
87,Pre-training Co-evolutionary Protein Representation via A Pairwise Masked Language Model.,2021,"Liang He, Shizhuo Zhang, Lijun Wu, Huanhuan Xia, Fusong Ju, He Zhang, Siyuan Liu, Yingce Xia, Jianwei Zhu, Pan Deng, Bin Shao, Tao Qin, Tie-Yan Liu",15527 ,corr
88,An Investigation of the Impact of COVID-19 Non-Pharmaceutical Interventions and Economic Support Policies on Foreign Exchange Markets with Explainable AI Techniques.,2021,"Siyuan Liu, Mehmet Orcun Yalcin, Hsuan Fu, Xiuyi Fan",14620 ,corr
89,"Exploring the Characteristics of Identifiers: A Large-Scale Empirical Study on 5, 000 Open Source Projects.",2020,"Jingxuan Zhang, Siyuan Liu, Junpeng Luo, Jiahui Liang, Zhiqiu Huang", IEEE Access 8: 140607-140620 ,access
90,A Novel Carrier-Based PWM Without Narrow Pulses Applying to High-Frequency Link Matrix Converter.,2020,"Xiuyun Wang, Tianyuan Wei, Rutian Wang, Yue Hu, Siyuan Liu", IEEE Access 8: 157654-157662 ,access
91,Degree of Linear Polarization of Land Surfaces: Analyses Using POLDER/PARASOL Measurements.,2020,"Siyuan Liu, Lei Yan, Bin Yang", IEEE Access 8: 200561-200572 ,access
92,Evaluation of planar inclination error measurement uncertainty.,2020,"Ke Zhang, Guo Cheng, Siyuan Liu", 19: 48-54 ,ijwmc
93,Evolutionary dynamics of individual strategies and game environments in the framework of feedback control.,2020,"Siyuan Liu, Jianda Han, Jianlei Zhang", 4: 363-382 ,jiat
94,"The genetics of cortical myelination in young adults and its relationships to cerebral surface area, cortical thickness, and intelligence: A magnetic resonance imaging study of twins and families.",2020,"J. Eric Schmitt, Armin Raznahan, Siyuan Liu, Michael C. Neale", NeuroImage 206 ,neuroimage
95,Modeling Bidirectional Polarization Distribution Function of Land Surfaces Using Machine Learning Techniques.,2020,"Siyuan Liu, Yi Lin, Lei Yan, Bin Yang", 12: 3891 ,remotesensing
96,A Subspace Hybrid Integration Method for High-Speed and Maneuvering Target Detection.,2020,"Zegang Ding, Peng-Jie You, Li-Chang Qian, Xu Zhou, Siyuan Liu, Teng Long", 56: 630-644 ,taes
97,Multiple Cycle-in-Cycle Generative Adversarial Networks for Unsupervised Image Super-Resolution.,2020,"Yongbing Zhang, Siyuan Liu, Chao Dong, Xinfeng Zhang, Yuan Yuan", 29: 1101-1112 ,tip
98,Real-Time Quality Assessment of Pediatric MRI via Semi-Supervised Deep Nonlocal Residual Neural Networks.,2020,"Siyuan Liu, Kim-Han Thung, Weili Lin, Pew-Thian Yap, Dinggang Shen", 29: 7697-7706 ,tip
99,Hierarchical Nonlocal Residual Networks for Image Quality Assessment of Pediatric Diffusion MRI With Limited and Noisy Annotations.,2020,"Siyuan Liu, Kim-Han Thung, Weili Lin, Dinggang Shen, Pew-Thian Yap", Medical Imaging 39: 3691-3702 ,tmi
100,On a Notion of Approximate Opacity for Discrete-Time Stochastic Control Systems.,2020,"Siyuan Liu, Xiang Yin, Majid Zamani", ACC 2020: 5413-5418,amcc
101,Analyzing a Helpdesk Process Through the Lens of Actor Handoff Patterns.,2020,"Akhil Kumar, Siyuan Liu", BPM  2020: 313-329,bpm
102,Compositional Verification of Initial-State Opacity for Switched Systems.,2020,"Siyuan Liu, Abdalla Swikir, Majid Zamani", CDC 2020: 2146-2151,cdc
103,"Analyzing Performance of a Global Help Desk Team Operation - Country Handoffs, Efficiencies and Costs.",2020,"Akhil Kumar, Siyuan Liu", HICSS 2020: 1-10,hicss
104,Design of Performance Benchmark for Time Series Databases.,2020,"Miaoqiong Wang, Siyuan Liu, Kai Wei, Han Liu, Chunyu Jiang, Shu Yan, Pengwei Ma", ISPA/BDCloud/SocialCom/SustainCom 2020: 1394-1399,ispa
105,"Code used in article ""Learning MRI artefact removal with unpaired data"".",2020,"Siyuan Liu, Kim-Han Thung, Liangqiong Qu, Weili Lin, Dinggang Shen, Pew-Thian Yap"," Zenodo, 2020 ",5188.html
106,Compositional Synthesis of Opacity-Preserving Finite Abstractions for Interconnected Systems.,2020,"Siyuan Liu, Majid Zamani",00131 ,corr
107,Explainable AI for Classification using Probabilistic Logic Inference.,2020,"Xiuyi Fan, Siyuan Liu, Thomas C. Henderson",02074 ,corr
108,An Investigation of COVID-19 Spreading Factors with Explainable AI Techniques.,2020,"Xiuyi Fan, Siyuan Liu, Jiarong Chen, Thomas C. Henderson",06612 ,corr
109,Verification of Initial-State Opacity for Switched Systems: A Compositional Approach.,2020,"Siyuan Liu, Abdalla Swikir, Majid Zamani",16661 ,corr
