,Title,Year,Authors,Journal,Journal Acronym
10,Efficient Representation Learning for Inner Speech Domain Generalization.,2023,"Han Wei Ng, Cuntai Guan", CAIP  2023: 131-141,caip
11,Multimodal Continuous Emotion Recognition: A Technical Report for ABAW5.,2023,"Su Zhang, Ziyuan Zhao, Cuntai Guan", CVPR Workshops 2023: 5764-5769,cvpr
12,SemiGNN-PPI: Self-Ensembling Multi-Graph Neural Network for Efficient and Generalizable Protein-Protein Interaction Prediction.,2023,"Ziyuan Zhao, Peisheng Qian, Xulei Yang, Zeng Zeng, Cuntai Guan, Tam Wai Leong, Xiaoli Li", IJCAI 2023: 4984-4992,ijcai
13,Multimodal Continuous Emotion Recognition: A Technical Report for ABAW5.,2023,"Su Zhang, Ziyuan Zhao, Cuntai Guan",10335 ,corr
14,MS-MT: Multi-Scale Mean Teacher with Contrastive Unpaired Translation for Cross-Modality Vestibular Schwannoma and Cochlea Segmentation.,2023,"Ziyuan Zhao, Kaixin Xu, Huai Zhe Yeo, Xulei Yang, Cuntai Guan",15826 ,corr
15,Interpretable and Robust AI in EEG Systems: A Survey.,2023,"Xinliang Zhou, Chenyu Liu, Liming Zhai, Ziyu Jia, Cuntai Guan, Yang Liu",10755 ,corr
16,Meta-hallucinator: Towards Few-Shot Cross-Modality Cardiac Image Segmentation.,2023,"Ziyuan Zhao, Fangcheng Zhou, Zeng Zeng, Cuntai Guan, S. Kevin Zhou",06978 ,corr
17,SemiGNN-PPI: Self-Ensembling Multi-Graph Neural Network for Efficient and Generalizable Protein-Protein Interaction Prediction.,2023,"Ziyuan Zhao, Peisheng Qian, Xulei Yang, Zeng Zeng, Cuntai Guan, Tam Wai Leong, Xiaoli Li",08316 ,corr
18,Aggregating Intrinsic Information to Enhance BCI Performance through Federated Learning.,2023,"Rui Liu, Yuanyuan Chen, Anran Li, Yi Ding, Han Yu, Cuntai Guan",11636 ,corr
19,MASA-TCN: Multi-anchor Space-aware Temporal Convolutional Neural Networks for Continuous and Discrete EEG Emotion Recognition.,2023,"Yi Ding, Su Zhang, Chuangao Tang, Cuntai Guan",16207 ,corr
20,ME-PLAN: A deep prototypical learning with local attention network for dynamic micro-expression recognition.,2022,"Sirui Zhao, Huaying Tang, Shifeng Liu, Yangsong Zhang, Hao Wang, Tong Xu, Enhong Chen, Cuntai Guan", Neural Networks 153: 427-443 ,nn
21,Visual-to-EEG cross-modal knowledge distillation for continuous emotion recognition.,2022,"Su Zhang, Chuangao Tang, Cuntai Guan", 130: 108833 ,pr
22,Design a Novel BCI for Neurorehabilitation Using Concurrent LFP and EEG Features: A Case Study.,2022,"Zhao Feng, Yi Sun, Linze Qian, Yu Qi, Yueming Wang, Cuntai Guan, Yu Sun", 69: 1554-1563 ,tbe
23,MIN2Net: End-to-End Multi-Task Learning for Subject-Independent Motor Imagery EEG Classification.,2022,"Phairot Autthasan, Rattanaphon Chaisaen, Thapanun Sudhawiyangkul, Phurin Rangpong, Suktipol Kiatthaveephong, Nat Dilokthanakul, Gun Bhakdisongkhram, Huy Phan, Cuntai Guan, Theerawit Wilaiprasitporn", 69: 2105-2118 ,tbe
24,Robust Traffic Prediction From Spatial-Temporal Data Based on Conditional Distribution Learning.,2022,"Zeng Zeng, Wei Zhao, Peisheng Qian, Yingjie Zhou, Ziyuan Zhao, Cen Chen, Cuntai Guan", 52: 13458-13471 ,tcyb
25,Spatio-Spectral Feature Representation for Motor Imagery Classification Using Convolutional Neural Networks.,2022,"Ji-Seon Bang, Min-Ho Lee, Siamac Fazli, Cuntai Guan, Seong-Whan Lee", 33: 3038-3049 ,tnn
26,Continuous Emotion Recognition using Visual-audio-linguistic Information: A Technical Report for ABAW3.,2022,"Su Zhang, Ruyi An, Yi Ding, Cuntai Guan", CVPR Workshops 2022: 2375-2380,cvpr
27,Self-supervised Assisted Active Learning for Skin Lesion Segmentation.,2022,"Ziyuan Zhao, Wenjing Lu, Zeng Zeng, Kaixin Xu, Bharadwaj Veeravalli, Cuntai Guan", EMBC 2022: 5043-5046,embc
28,MMGL: Multi-Scale Multi-View Global-Local Contrastive Learning for Semi-Supervised Cardiac Image Segmentation.,2022,"Ziyuan Zhao, Jinxuan Hu, Zeng Zeng, Xulei Yang, Peisheng Qian, Bharadwaj Veeravalli, Cuntai Guan", ICIP 2022: 401-405,icip
29,ACT-NET: Asymmetric Co-Teacher Network for Semi-Supervised Memory-Efficient Medical Image Segmentation.,2022,"Ziyuan Zhao, Andong Zhu, Zeng Zeng, Bharadwaj Veeravalli, Cuntai Guan", ICIP 2022: 1426-1430,icip
30,MATN: Multi-model Attention Network for Gait Prediction from EEG.,2022,"Xi Fu, Liming Zhao, Cuntai Guan", IJCNN 2022: 1-8,ijcnn
31,TESANet: Self-attention network for olfactory EEG classification.,2022,"Chengxuan Tong, Yi Ding, Kevin Lim Jun Liang, Zhuo Zhang, Haihong Zhang, Cuntai Guan", IJCNN 2022: 1-7,ijcnn
32,Meta-hallucinator: Towards Few-Shot Cross-Modality Cardiac Image Segmentation.,2022,"Ziyuan Zhao, Fangcheng Zhou, Zeng Zeng, Cuntai Guan, S. Kevin Zhou", MICCAI  2022: 128-139,miccai
33,Online Adaptive CNN: a Session-to-session Transfer Learning Approach for Non-stationary EEG.,2022,"Shuailei Zhang, Dezhi Zheng, Ning Tang, Effie Chew, Rosary Yuting Lim, Kai Keng Ang, Cuntai Guan", SSCI 2022: 164-170,ssci
34,Improving Deep Neural Network Classification Confidence using Heatmap-based eXplainable AI.,2022,"Erico Tjoa, Hong Jing Khok, Tushar Chouhan, Cuntai Guan",00009 ,corr
35,Deep Optimal Transport on SPD Manifolds for Domain Adaptation.,2022,"Ce Ju, Cuntai Guan",05745 ,corr
36,Tensor-CSPNet: A Novel Geometric Deep Learning Framework for Motor Imagery Classification.,2022,"Ce Ju, Cuntai Guan",02472 ,corr
37,MT-UDA: Towards Unsupervised Cross-modality Medical Image Segmentation with Limited Source Labels.,2022,"Ziyuan Zhao, Kaixin Xu, Shumeng Li, Zeng Zeng, Cuntai Guan",12454 ,corr
38,Continuous Emotion Recognition using Visual-audio-linguistic information: A Technical Report for ABAW3.,2022,"Su Zhang, Ruyi An, Yi Ding, Cuntai Guan",13031 ,corr
39,Self-supervised Assisted Active Learning for Skin Lesion Segmentation.,2022,"Ziyuan Zhao, Wenjing Lu, Zeng Zeng, Kaixin Xu, Bharadwaj Veeravalli, Cuntai Guan",07021 ,corr
40,MMGL: Multi-Scale Multi-View Global-Local Contrastive learning for Semi-supervised Cardiac Image Segmentation.,2022,"Ziyuan Zhao, Jinxuan Hu, Zeng Zeng, Xulei Yang, Peisheng Qian, Bharadwaj Veeravalli, Cuntai Guan",01883 ,corr
41,ACT-Net: Asymmetric Co-Teacher Network for Semi-supervised Memory-efficient Medical Image Segmentation.,2022,"Ziyuan Zhao, Andong Zhu, Zeng Zeng, Bharadwaj Veeravalli, Cuntai Guan",01900 ,corr
42,OCTAve: 2D en face Optical Coherence Tomography Angiography Vessel Segmentation in Weakly-Supervised Learning with Locality Augmentation.,2022,"Amrest Chinkamol, Vetit Kanjaras, Phattarapong Sawangjai, Yitian Zhao, Thapanun Sudhawiyangkul, Chantana Chantrapornchai, Cuntai Guan, Theerawit Wilaiprasitporn",12238 ,corr
43,Self-supervised Contrastive Representation Learning for Semi-supervised Time-Series Classification.,2022,"Emadeldeen Eldele, Mohamed Ragab, Zhenghua Chen, Min Wu, Chee Keong Kwoh, Xiaoli Li, Cuntai Guan",06616 ,corr
44,A Transformer-based deep neural network model for SSVEP classification.,2022,"Jianbo Chen, Yangsong Zhang, Yudong Pan, Peng Xu, Cuntai Guan",04172 ,corr
45,Graph Neural Networks on SPD Manifolds for Motor Imagery Classification: A Perspective from the Time-Frequency Analysis.,2022,"Ce Ju, Cuntai Guan",02641 ,corr
46,Decomposing 3D Neuroimaging into 2+1D Processing for Schizophrenia Recognition.,2022,"Mengjiao Hu, Xudong Jiang, Kang Sim, Juan Helen Zhou, Cuntai Guan",11557 ,corr
47,LE-UDA: Label-efficient unsupervised domain adaptation for medical image segmentation.,2022,"Ziyuan Zhao, Fangcheng Zhou, Kaixin Xu, Zeng Zeng, Cuntai Guan, S. Kevin Zhou",02078 ,corr
48,Neurorehabilitation From a Distance: Can Intelligent Technology Support Decentralized Access to Quality Therapy?,2021,"Olivier Lambercy, Rea Lehner, Karen Sui Geok Chua, Seng Kwee Wee, Deshan Kumar Rajeswaran, Christopher Wee Keong Kuah, Wei Tech Ang, Phyllis Liang, Domenico Campolo, Asif Hussain, Gabriel Aguirre-Ollinger, Cuntai Guan, Christoph M. Kanzler, Nicole Wenderoth, Roger Gassert"," Kanzler, Nicole Wenderoth, Roger Gassert: Neurorehabilitation From a Distance: Can Intelligent Technology Support Decentralized Access to Quality Therapy? Frontiers Robotics AI 8: 612415 ",firai
49,fMRI-SI-STBF: An fMRI-informed Bayesian electromagnetic spatio-temporal extended source imaging.,2021,"Ke Liu, Zhu Liang Yu, Wei Wu, Xun Chen, Zhenghui Gu, Cuntai Guan", Neurocomputing 462: 14-30 ,ijon
50,WiFi-Sleep: Sleep Stage Monitoring Using Commodity Wi-Fi Devices.,2021,"Bohan Yu, Yuxiang Wang, Kai Niu, Youwei Zeng, Tao Gu, Leye Wang, Cuntai Guan, Daqing Zhang", 8: 13900-13913 ,iotj
51,Adaptive transfer learning for EEG motor imagery classification with deep Convolutional Neural Network.,2021,"Kaishuo Zhang, Neethu Robinson, Seong-Whan Lee, Cuntai Guan", Neural Networks 136: 1-10 ,nn
52,An end-to-end 3D convolutional neural network for decoding attentive mental state.,2021,"Yangsong Zhang, Huan Cai, Li Nie, Peng Xu, Sirui Zhao, Cuntai Guan", Neural Networks 144: 129-137 ,nn
53,Decoding Single-Hand and Both-Hand Movement Directions From Noninvasive Neural Signals.,2021,"Jiarong Wang, Luzheng Bi, Weijie Fei, Cuntai Guan", 68: 1932-1940 ,tbe
